rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
15,Mexico,MEX,1681.03,1675.75,1.0,CONCACAF,2026-04-01
16,Mexico,MEX,1675.75,1675.75,-1.0,CONCACAF,2026-01-19
15,Mexico,MEX,1675.75,1675.75,0.0,CONCACAF,2025-12-22
15,Mexico,MEX,1675.75,1682.52,-1.0,CONCACAF,2025-11-19
14,Mexico,MEX,1682.52,1688.38,0.0,CONCACAF,2025-10-17
14,Mexico,MEX,1688.38,1689.73,-1.0,CONCACAF,2025-09-18
13,Mexico,MEX,1689.73,1646.94,4.0,CONCACAF,2025-07-10
17,Mexico,MEX,1646.94,1627.4,2.0,CONCACAF,2025-04-03
19,Mexico,MEX,1627.4,1627.4,0.0,CONCACAF,2024-12-19
19,Mexico,MEX,1627.4,1640.67,-3.0,CONCACAF,2024-11-28
16,Mexico,MEX,1640.67,1635.66,1.0,CONCACAF,2024-10-24
17,Mexico,MEX,1635.66,1635.11,0.0,CONCACAF,2024-09-19
17,Mexico,MEX,1635.11,1652.33,-2.0,CONCACAF,2024-07-18
15,Mexico,MEX,1652.33,1661.11,-1.0,CONCACAF,2024-06-20
14,Mexico,MEX,1661.11,1652.7,1.0,CONCACAF,2024-04-04
15,Mexico,MEX,1652.7,1652.7,0.0,CONCACAF,2024-02-15
15,Mexico,MEX,1652.7,1655.21,-1.0,CONCACAF,2023-12-21
14,Mexico,MEX,1655.21,1663.94,-2.0,CONCACAF,2023-11-30
12,Mexico,MEX,1663.94,1661.46,0.0,CONCACAF,2023-10-26
12,Mexico,MEX,1661.46,1665.59,0.0,CONCACAF,2023-09-21
12,Mexico,MEX,1665.59,1639.19,2.0,CONCACAF,2023-07-20
14,Mexico,MEX,1639.19,1631.87,1.0,CONCACAF,2023-06-29
15,Mexico,MEX,1631.87,1635.78,0.0,CONCACAF,2023-04-06
15,Mexico,MEX,1635.78,1644.89,-2.0,CONCACAF,2022-12-22
13,Mexico,MEX,1644.89,1649.57,-1.0,CONCACAF,2022-10-06
12,Mexico,MEX,1649.57,1649.57,0.0,CONCACAF,2022-08-25
12,Mexico,MEX,1649.57,1658.82,-3.0,CONCACAF,2022-06-23
9,Mexico,MEX,1658.82,1647.9,3.0,CONCACAF,2022-03-31
12,Mexico,MEX,1647.9,1638.3,2.0,CONCACAF,2022-02-10
14,Mexico,MEX,1638.3,1638.76,0.0,CONCACAF,2021-12-23
14,Mexico,MEX,1638.76,1672.92,-5.0,CONCACAF,2021-11-19
9,Mexico,MEX,1672.92,1666.19,0.0,CONCACAF,2021-10-21
9,Mexico,MEX,1666.19,1658.29,0.0,CONCACAF,2021-09-16
9,Mexico,MEX,1658.29,1629.56,2.0,CONCACAF,2021-08-12
11,Mexico,MEX,1629.56,1629.56,0.0,CONCACAF,2021-05-27
11,Mexico,MEX,1629.56,1632.0,-2.0,CONCACAF,2021-04-07
9,Mexico,MEX,1632.0,1632.0,0.0,CONCACAF,2021-02-18
9,Mexico,MEX,1632.0,1632.0,0.0,CONCACAF,2020-12-10
9,Mexico,MEX,1632.0,1625.0,2.0,CONCACAF,2020-11-27
11,Mexico,MEX,1625.0,1621.0,0.0,CONCACAF,2020-10-22
11,Mexico,MEX,1621.0,1621.0,0.0,CONCACAF,2020-09-17
11,Mexico,MEX,1621.0,1621.0,0.0,CONCACAF,2020-07-16
11,Mexico,MEX,1621.0,1621.0,0.0,CONCACAF,2020-06-11
11,Mexico,MEX,1621.0,1621.0,0.0,CONCACAF,2020-04-09
11,Mexico,MEX,1621.0,1621.0,0.0,CONCACAF,2020-02-20
11,Mexico,MEX,1621.0,1621.0,0.0,CONCACAF,2019-12-19
11,Mexico,MEX,1621.0,1613.0,0.0,CONCACAF,2019-11-27
11,Mexico,MEX,1613.0,1603.0,1.0,CONCACAF,2019-10-24
12,Mexico,MEX,1603.0,1604.0,0.0,CONCACAF,2019-10-13
12,Mexico,MEX,1604.0,1557.0,6.0,CONCACAF,2019-07-25
18,Mexico,MEX,1557.0,1549.0,0.0,CONCACAF,2019-06-14
18,Mexico,MEX,1549.0,1540.0,-1.0,CONCACAF,2019-04-04
17,Mexico,MEX,1540.0,1540.0,0.0,CONCACAF,2019-02-07
17,Mexico,MEX,1540.0,1540.0,0.0,CONCACAF,2018-12-20
17,Mexico,MEX,1540.0,1549.0,-1.0,CONCACAF,2018-11-29
16,Mexico,MEX,1549.0,1550.0,-1.0,CONCACAF,2018-10-25
15,Mexico,MEX,1550.0,1560.0,1.0,CONCACAF,2018-09-20
16,Mexico,MEX,1560.0,1548.0,-1.0,CONCACAF,2018-08-16
10,Mexico,MEX,2041.0,1996.0,5.0,CONCACAF,2018-07-01
15,Mexico,MEX,989.0,1008.0,0.0,CONCACAF,2018-06-07
15,Mexico,MEX,1008.0,1008.0,0.0,CONCACAF,2018-05-17
15,Mexico,MEX,1008.0,1038.0,2.0,CONCACAF,2018-04-12
17,Mexico,MEX,1038.0,1034.0,0.0,CONCACAF,2018-03-15
17,Mexico,MEX,1034.0,1032.0,0.0,CONCACAF,2018-02-15
17,Mexico,MEX,1032.0,1032.0,-1.0,CONCACAF,2018-01-18
16,Mexico,MEX,1032.0,1032.0,0.0,CONCACAF,2017-12-21
16,Mexico,MEX,1032.0,1060.0,0.0,CONCACAF,2017-11-23
16,Mexico,MEX,1060.0,1085.0,-2.0,CONCACAF,2017-10-16
14,Mexico,MEX,1085.0,1046.0,0.0,CONCACAF,2017-09-14
14,Mexico,MEX,1046.0,1003.0,2.0,CONCACAF,2017-08-10
16,Mexico,MEX,1003.0,1050.0,1.0,CONCACAF,2017-07-06
17,Mexico,MEX,1050.0,1076.0,-1.0,CONCACAF,2017-06-01
16,Mexico,MEX,1076.0,1072.0,0.0,CONCACAF,2017-05-04
16,Mexico,MEX,1072.0,1026.0,1.0,CONCACAF,2017-04-06
17,Mexico,MEX,1026.0,1016.0,0.0,CONCACAF,2017-03-09
17,Mexico,MEX,1016.0,1012.0,1.0,CONCACAF,2017-02-09
18,Mexico,MEX,1012.0,1012.0,0.0,CONCACAF,2017-01-12
18,Mexico,MEX,1012.0,1012.0,0.0,CONCACAF,2016-12-22
18,Mexico,MEX,1012.0,1001.0,-1.0,CONCACAF,2016-11-24
17,Mexico,MEX,1001.0,1057.0,-2.0,CONCACAF,2016-10-20
15,Mexico,MEX,1057.0,1042.0,-1.0,CONCACAF,2016-09-15
14,Mexico,MEX,1042.0,1044.0,0.0,CONCACAF,2016-08-11
14,Mexico,MEX,1044.0,942.0,2.0,CONCACAF,2016-07-14
16,Mexico,MEX,942.0,938.0,0.0,CONCACAF,2016-06-02
16,Mexico,MEX,938.0,934.0,0.0,CONCACAF,2016-05-05
16,Mexico,MEX,934.0,902.0,6.0,CONCACAF,2016-04-07
22,Mexico,MEX,902.0,898.0,0.0,CONCACAF,2016-03-03
22,Mexico,MEX,898.0,898.0,1.0,CONCACAF,2016-02-04
23,Mexico,MEX,898.0,898.0,-1.0,CONCACAF,2016-01-07
22,Mexico,MEX,898.0,881.0,2.0,CONCACAF,2015-12-03
24,Mexico,MEX,881.0,842.0,3.0,CONCACAF,2015-11-05
27,Mexico,MEX,842.0,848.0,-1.0,CONCACAF,2015-10-01
26,Mexico,MEX,848.0,838.0,0.0,CONCACAF,2015-09-03
26,Mexico,MEX,838.0,697.0,14.0,CONCACAF,2015-08-06
40,Mexico,MEX,697.0,926.0,-17.0,CONCACAF,2015-07-09
23,Mexico,MEX,926.0,908.0,-1.0,CONCACAF,2015-06-04
22,Mexico,MEX,908.0,937.0,-4.0,CONCACAF,2015-05-07
18,Mexico,MEX,937.0,935.0,3.0,CONCACAF,2015-04-09
21,Mexico,MEX,935.0,912.0,0.0,CONCACAF,2015-03-12
21,Mexico,MEX,912.0,913.0,-1.0,CONCACAF,2015-02-12
20,Mexico,MEX,913.0,913.0,0.0,CONCACAF,2015-01-08
20,Mexico,MEX,913.0,913.0,0.0,CONCACAF,2014-12-18
20,Mexico,MEX,913.0,954.0,-3.0,CONCACAF,2014-11-27
17,Mexico,MEX,954.0,963.0,-1.0,CONCACAF,2014-10-23
16,Mexico,MEX,963.0,942.0,1.0,CONCACAF,2014-09-18
17,Mexico,MEX,942.0,930.0,1.0,CONCACAF,2014-08-14
18,Mexico,MEX,930.0,882.0,2.0,CONCACAF,2014-07-17
20,Mexico,MEX,882.0,877.0,-1.0,CONCACAF,2014-06-05
19,Mexico,MEX,877.0,876.0,0.0,CONCACAF,2014-05-08
19,Mexico,MEX,876.0,888.0,1.0,CONCACAF,2014-04-10
20,Mexico,MEX,888.0,887.0,1.0,CONCACAF,2014-03-13
21,Mexico,MEX,887.0,892.0,0.0,CONCACAF,2014-02-13
21,Mexico,MEX,892.0,892.0,0.0,CONCACAF,2014-01-16
21,Mexico,MEX,892.0,892.0,-1.0,CONCACAF,2013-12-19
20,Mexico,MEX,892.0,854.0,4.0,CONCACAF,2013-11-28
24,Mexico,MEX,854.0,837.0,-3.0,CONCACAF,2013-10-17
21,Mexico,MEX,837.0,879.0,-1.0,CONCACAF,2013-09-12
20,Mexico,MEX,879.0,880.0,0.0,CONCACAF,2013-08-08
20,Mexico,MEX,880.0,928.0,-3.0,CONCACAF,2013-07-04
17,Mexico,MEX,928.0,945.0,-1.0,CONCACAF,2013-06-06
16,Mexico,MEX,945.0,971.0,-2.0,CONCACAF,2013-05-09
14,Mexico,MEX,971.0,995.0,1.0,CONCACAF,2013-04-11
15,Mexico,MEX,995.0,968.0,0.0,CONCACAF,2013-03-14
15,Mexico,MEX,968.0,994.0,0.0,CONCACAF,2013-02-14
15,Mexico,MEX,994.0,994.0,0.0,CONCACAF,2013-01-17
15,Mexico,MEX,994.0,984.0,-1.0,CONCACAF,2012-12-19
14,Mexico,MEX,984.0,925.0,5.0,CONCACAF,2012-11-07
19,Mexico,MEX,925.0,845.0,2.0,CONCACAF,2012-10-03
21,Mexico,MEX,845.0,862.0,-3.0,CONCACAF,2012-09-05
18,Mexico,MEX,862.0,832.0,1.0,CONCACAF,2012-08-08
19,Mexico,MEX,832.0,889.0,0.0,CONCACAF,2012-07-04
19,Mexico,MEX,889.0,867.0,1.0,CONCACAF,2012-06-06
20,Mexico,MEX,867.0,868.0,0.0,CONCACAF,2012-05-09
20,Mexico,MEX,868.0,849.0,2.0,CONCACAF,2012-04-11
22,Mexico,MEX,849.0,882.0,-1.0,CONCACAF,2012-03-07
21,Mexico,MEX,882.0,866.0,0.0,CONCACAF,2012-02-15
21,Mexico,MEX,866.0,866.0,0.0,CONCACAF,2012-01-18
21,Mexico,MEX,866.0,866.0,-1.0,CONCACAF,2011-12-21
20,Mexico,MEX,866.0,860.0,2.0,CONCACAF,2011-11-23
22,Mexico,MEX,860.0,866.0,-2.0,CONCACAF,2011-10-19
20,Mexico,MEX,866.0,864.0,0.0,CONCACAF,2011-09-21
20,Mexico,MEX,864.0,869.0,0.0,CONCACAF,2011-08-24
20,Mexico,MEX,869.0,1007.0,-11.0,CONCACAF,2011-07-27
9,Mexico,MEX,1007.0,802.0,19.0,CONCACAF,2011-06-29
28,Mexico,MEX,802.0,818.0,-2.0,CONCACAF,2011-05-18
26,Mexico,MEX,818.0,811.0,1.0,CONCACAF,2011-04-13
27,Mexico,MEX,811.0,803.0,0.0,CONCACAF,2011-03-09
27,Mexico,MEX,803.0,795.0,0.0,CONCACAF,2011-02-02
27,Mexico,MEX,795.0,795.0,0.0,CONCACAF,2011-01-12
27,Mexico,MEX,795.0,790.0,1.0,CONCACAF,2010-12-15
28,Mexico,MEX,790.0,786.0,0.0,CONCACAF,2010-11-17
28,Mexico,MEX,786.0,795.0,0.0,CONCACAF,2010-10-20
28,Mexico,MEX,795.0,853.0,-3.0,CONCACAF,2010-09-15
25,Mexico,MEX,853.0,872.0,-1.0,CONCACAF,2010-08-11
24,Mexico,MEX,872.0,895.0,-7.0,CONCACAF,2010-07-14
17,Mexico,MEX,895.0,936.0,0.0,CONCACAF,2010-05-26
17,Mexico,MEX,936.0,921.0,0.0,CONCACAF,2010-04-28
17,Mexico,MEX,921.0,968.0,-2.0,CONCACAF,2010-03-31
15,Mexico,MEX,968.0,947.0,2.0,CONCACAF,2010-03-03
17,Mexico,MEX,947.0,931.0,0.0,CONCACAF,2010-02-03
17,Mexico,MEX,931.0,931.0,-2.0,CONCACAF,2009-12-16
15,Mexico,MEX,931.0,904.0,3.0,CONCACAF,2009-11-20
18,Mexico,MEX,904.0,835.0,6.0,CONCACAF,2009-10-16
24,Mexico,MEX,835.0,799.0,6.0,CONCACAF,2009-09-02
30,Mexico,MEX,799.0,777.0,3.0,CONCACAF,2009-08-05
33,Mexico,MEX,777.0,822.0,-7.0,CONCACAF,2009-07-01
26,Mexico,MEX,822.0,803.0,-1.0,CONCACAF,2009-06-03
25,Mexico,MEX,803.0,808.0,0.0,CONCACAF,2009-05-06
25,Mexico,MEX,808.0,784.0,-2.0,CONCACAF,2009-04-08
23,Mexico,MEX,784.0,791.0,1.0,CONCACAF,2009-03-11
24,Mexico,MEX,791.0,811.0,2.0,CONCACAF,2009-02-11
26,Mexico,MEX,811.0,811.0,0.0,CONCACAF,2009-01-14
26,Mexico,MEX,811.0,827.0,-1.0,CONCACAF,2008-12-17
25,Mexico,MEX,827.0,841.0,-1.0,CONCACAF,2008-11-12
24,Mexico,MEX,841.0,807.0,0.0,CONCACAF,2008-10-08
24,Mexico,MEX,807.0,750.0,8.0,CONCACAF,2008-09-03
32,Mexico,MEX,750.0,906.0,-13.0,CONCACAF,2008-08-06
19,Mexico,MEX,906.0,1020.0,-5.0,CONCACAF,2008-07-02
14,Mexico,MEX,1020.0,988.0,3.0,CONCACAF,2008-06-04
17,Mexico,MEX,988.0,997.0,-1.0,CONCACAF,2008-05-07
16,Mexico,MEX,997.0,990.0,0.0,CONCACAF,2008-04-09
16,Mexico,MEX,990.0,970.0,0.0,CONCACAF,2008-03-12
16,Mexico,MEX,970.0,982.0,-1.0,CONCACAF,2008-02-13
15,Mexico,MEX,982.0,982.0,0.0,CONCACAF,2008-01-16
15,Mexico,MEX,982.0,985.0,0.0,CONCACAF,2007-12-17
15,Mexico,MEX,985.0,978.0,0.0,CONCACAF,2007-11-22
15,Mexico,MEX,978.0,1026.0,-2.0,CONCACAF,2007-10-24
13,Mexico,MEX,1026.0,1099.0,-2.0,CONCACAF,2007-09-19
11,Mexico,MEX,1099.0,1142.0,-1.0,CONCACAF,2007-08-22
10,Mexico,MEX,1142.0,866.0,16.0,CONCACAF,2007-07-18
26,Mexico,MEX,866.0,891.0,-6.0,CONCACAF,2007-06-13
20,Mexico,MEX,891.0,888.0,-2.0,CONCACAF,2007-05-16
18,Mexico,MEX,888.0,873.0,3.0,CONCACAF,2007-04-18
21,Mexico,MEX,873.0,857.0,-2.0,CONCACAF,2007-03-14
19,Mexico,MEX,857.0,883.0,2.0,CONCACAF,2007-02-14
21,Mexico,MEX,883.0,883.0,-1.0,CONCACAF,2007-01-17
20,Mexico,MEX,883.0,887.0,0.0,CONCACAF,2006-12-18
20,Mexico,MEX,887.0,882.0,-1.0,CONCACAF,2006-11-22
19,Mexico,MEX,882.0,891.0,-2.0,CONCACAF,2006-10-18
17,Mexico,MEX,891.0,928.0,-1.0,CONCACAF,2006-09-13
16,Mexico,MEX,928.0,924.0,2.0,CONCACAF,2006-08-16
18,Mexico,MEX,924.0,758.0,-14.0,CONCACAF,2006-07-12
4,Mexico,MEX,758.0,758.0,2.0,CONCACAF,2006-05-17
6,Mexico,MEX,758.0,762.0,1.0,CONCACAF,2006-04-19
7,Mexico,MEX,762.0,765.0,-1.0,CONCACAF,2006-03-15
6,Mexico,MEX,765.0,767.0,1.0,CONCACAF,2006-02-15
7,Mexico,MEX,767.0,768.0,-2.0,CONCACAF,2006-01-18
5,Mexico,MEX,768.0,768.0,2.0,CONCACAF,2005-12-16
7,Mexico,MEX,768.0,769.0,-1.0,CONCACAF,2005-11-21
6,Mexico,MEX,769.0,771.0,-1.0,CONCACAF,2005-10-17
5,Mexico,MEX,771.0,770.0,0.0,CONCACAF,2005-09-12
5,Mexico,MEX,770.0,768.0,0.0,CONCACAF,2005-08-17
5,Mexico,MEX,768.0,759.0,1.0,CONCACAF,2005-07-20
6,Mexico,MEX,759.0,753.0,1.0,CONCACAF,2005-06-15
7,Mexico,MEX,753.0,754.0,1.0,CONCACAF,2005-05-18
8,Mexico,MEX,754.0,752.0,-2.0,CONCACAF,2005-04-20
6,Mexico,MEX,752.0,755.0,0.0,CONCACAF,2005-03-23
6,Mexico,MEX,755.0,753.0,1.0,CONCACAF,2005-02-16
7,Mexico,MEX,753.0,753.0,0.0,CONCACAF,2005-01-19
7,Mexico,MEX,753.0,743.0,1.0,CONCACAF,2004-12-20
8,Mexico,MEX,743.0,734.0,2.0,CONCACAF,2004-11-10
10,Mexico,MEX,734.0,728.0,-2.0,CONCACAF,2004-10-06
8,Mexico,MEX,728.0,731.0,0.0,CONCACAF,2004-09-01
8,Mexico,MEX,731.0,743.0,-2.0,CONCACAF,2004-08-04
6,Mexico,MEX,743.0,735.0,-2.0,CONCACAF,2004-07-07
4,Mexico,MEX,735.0,738.0,2.0,CONCACAF,2004-06-09
6,Mexico,MEX,738.0,742.0,-2.0,CONCACAF,2004-05-12
4,Mexico,MEX,742.0,740.0,1.0,CONCACAF,2004-04-14
5,Mexico,MEX,740.0,742.0,0.0,CONCACAF,2004-03-17
5,Mexico,MEX,742.0,740.0,2.0,CONCACAF,2004-02-18
7,Mexico,MEX,740.0,740.0,0.0,CONCACAF,2004-01-14
7,Mexico,MEX,740.0,742.0,-2.0,CONCACAF,2003-12-15
5,Mexico,MEX,742.0,742.0,3.0,CONCACAF,2003-11-19
8,Mexico,MEX,742.0,746.0,-3.0,CONCACAF,2003-10-22
5,Mexico,MEX,746.0,746.0,-1.0,CONCACAF,2003-09-24
4,Mexico,MEX,746.0,749.0,1.0,CONCACAF,2003-08-27
5,Mexico,MEX,749.0,711.0,6.0,CONCACAF,2003-07-30
11,Mexico,MEX,711.0,720.0,-2.0,CONCACAF,2003-06-25
9,Mexico,MEX,720.0,724.0,0.0,CONCACAF,2003-05-21
9,Mexico,MEX,724.0,729.0,-1.0,CONCACAF,2003-04-23
8,Mexico,MEX,729.0,729.0,1.0,CONCACAF,2003-03-26
9,Mexico,MEX,729.0,732.0,0.0,CONCACAF,2003-02-19
9,Mexico,MEX,732.0,732.0,-1.0,CONCACAF,2003-01-15
8,Mexico,MEX,732.0,731.0,-1.0,CONCACAF,2002-12-18
7,Mexico,MEX,731.0,731.0,0.0,CONCACAF,2002-11-20
7,Mexico,MEX,731.0,730.0,-1.0,CONCACAF,2002-10-23
6,Mexico,MEX,730.0,733.0,0.0,CONCACAF,2002-09-18
6,Mexico,MEX,733.0,739.0,0.0,CONCACAF,2002-08-14
6,Mexico,MEX,739.0,716.0,1.0,CONCACAF,2002-07-03
7,Mexico,MEX,716.0,715.0,0.0,CONCACAF,2002-05-15
7,Mexico,MEX,715.0,719.0,1.0,CONCACAF,2002-04-17
8,Mexico,MEX,719.0,720.0,1.0,CONCACAF,2002-03-20
9,Mexico,MEX,720.0,714.0,0.0,CONCACAF,2002-02-13
9,Mexico,MEX,714.0,714.0,0.0,CONCACAF,2002-01-16
9,Mexico,MEX,714.0,713.0,0.0,CONCACAF,2001-12-19
9,Mexico,MEX,713.0,709.0,2.0,CONCACAF,2001-11-21
11,Mexico,MEX,709.0,711.0,-1.0,CONCACAF,2001-10-17
10,Mexico,MEX,711.0,702.0,2.0,CONCACAF,2001-09-19
12,Mexico,MEX,702.0,687.0,1.0,CONCACAF,2001-08-22
13,Mexico,MEX,687.0,670.0,2.0,CONCACAF,2001-07-18
15,Mexico,MEX,670.0,680.0,-2.0,CONCACAF,2001-06-20
13,Mexico,MEX,680.0,681.0,0.0,CONCACAF,2001-05-16
13,Mexico,MEX,681.0,684.0,-1.0,CONCACAF,2001-04-11
12,Mexico,MEX,684.0,688.0,0.0,CONCACAF,2001-03-14
12,Mexico,MEX,688.0,691.0,0.0,CONCACAF,2001-02-14
12,Mexico,MEX,691.0,693.0,0.0,CONCACAF,2001-01-17
12,Mexico,MEX,693.0,696.0,-1.0,CONCACAF,2000-12-20
11,Mexico,MEX,696.0,700.0,0.0,CONCACAF,2000-11-15
11,Mexico,MEX,700.0,693.0,2.0,CONCACAF,2000-10-11
13,Mexico,MEX,693.0,688.0,1.0,CONCACAF,2000-09-06
14,Mexico,MEX,688.0,698.0,-1.0,CONCACAF,2000-08-09
13,Mexico,MEX,698.0,702.0,-5.0,CONCACAF,2000-07-05
8,Mexico,MEX,702.0,704.0,0.0,CONCACAF,2000-06-07
8,Mexico,MEX,704.0,704.0,0.0,CONCACAF,2000-05-10
8,Mexico,MEX,704.0,706.0,2.0,CONCACAF,2000-04-12
10,Mexico,MEX,706.0,704.0,0.0,CONCACAF,2000-03-15
10,Mexico,MEX,704.0,706.0,0.0,CONCACAF,2000-02-16
10,Mexico,MEX,706.0,706.0,0.0,CONCACAF,2000-01-19
10,Mexico,MEX,706.0,704.0,0.0,CONCACAF,1999-12-22
10,Mexico,MEX,704.0,709.0,1.0,CONCACAF,1999-11-17
11,Mexico,MEX,709.0,709.0,-1.0,CONCACAF,1999-10-13
10,Mexico,MEX,709.0,709.0,-1.0,CONCACAF,1999-09-15
9,Mexico,MEX,709.0,688.0,2.0,CONCACAF,1999-08-18
11,Mexico,MEX,688.0,672.0,3.0,CONCACAF,1999-07-21
14,Mexico,MEX,672.0,679.0,-1.0,CONCACAF,1999-06-16
13,Mexico,MEX,679.0,684.0,0.0,CONCACAF,1999-05-19
13,Mexico,MEX,684.0,687.0,-1.0,CONCACAF,1999-04-21
12,Mexico,MEX,687.0,688.0,0.0,CONCACAF,1999-03-24
12,Mexico,MEX,688.0,690.0,0.0,CONCACAF,1999-02-24
12,Mexico,MEX,690.0,62.0,-2.0,CONCACAF,1999-01-27
10,Mexico,MEX,62.0,62.0,0.0,CONCACAF,1998-12-23
10,Mexico,MEX,62.0,62.0,1.0,CONCACAF,1998-11-18
11,Mexico,MEX,62.0,62.0,-1.0,CONCACAF,1998-10-21
10,Mexico,MEX,62.0,62.0,2.0,CONCACAF,1998-09-16
12,Mexico,MEX,62.0,62.0,0.0,CONCACAF,1998-08-19
12,Mexico,MEX,62.0,61.0,-8.0,CONCACAF,1998-07-15
4,Mexico,MEX,61.0,61.0,0.0,CONCACAF,1998-05-20
4,Mexico,MEX,61.0,61.0,0.0,CONCACAF,1998-04-22
4,Mexico,MEX,61.0,62.0,0.0,CONCACAF,1998-03-18
4,Mexico,MEX,62.0,61.0,1.0,CONCACAF,1998-02-18
5,Mexico,MEX,61.0,60.0,6.0,CONCACAF,1997-12-23
11,Mexico,MEX,60.0,60.0,-1.0,CONCACAF,1997-11-19
10,Mexico,MEX,60.0,59.0,1.0,CONCACAF,1997-10-17
11,Mexico,MEX,59.0,59.0,-2.0,CONCACAF,1997-09-17
9,Mexico,MEX,59.0,59.0,1.0,CONCACAF,1997-08-20
10,Mexico,MEX,59.0,59.0,2.0,CONCACAF,1997-07-16
12,Mexico,MEX,59.0,58.0,0.0,CONCACAF,1997-06-18
12,Mexico,MEX,58.0,57.0,0.0,CONCACAF,1997-05-14
12,Mexico,MEX,57.0,57.0,-1.0,CONCACAF,1997-04-09
11,Mexico,MEX,57.0,57.0,0.0,CONCACAF,1997-02-27
11,Mexico,MEX,57.0,57.0,0.0,CONCACAF,1996-12-18
11,Mexico,MEX,57.0,55.0,4.0,CONCACAF,1996-11-20
15,Mexico,MEX,55.0,55.0,-2.0,CONCACAF,1996-10-23
13,Mexico,MEX,55.0,54.0,1.0,CONCACAF,1996-09-25
14,Mexico,MEX,54.0,54.0,0.0,CONCACAF,1996-08-28
14,Mexico,MEX,54.0,54.0,-2.0,CONCACAF,1996-07-03
12,Mexico,MEX,54.0,54.0,0.0,CONCACAF,1996-05-22
12,Mexico,MEX,54.0,54.0,-2.0,CONCACAF,1996-04-24
10,Mexico,MEX,54.0,56.0,-2.0,CONCACAF,1996-02-21
8,Mexico,MEX,56.0,55.0,4.0,CONCACAF,1996-01-24
12,Mexico,MEX,55.0,55.0,1.0,CONCACAF,1995-12-19
13,Mexico,MEX,55.0,56.0,-3.0,CONCACAF,1995-11-21
10,Mexico,MEX,56.0,52.0,6.0,CONCACAF,1995-10-17
16,Mexico,MEX,52.0,55.0,-6.0,CONCACAF,1995-09-19
10,Mexico,MEX,55.0,55.0,-2.0,CONCACAF,1995-08-22
8,Mexico,MEX,55.0,58.0,-1.0,CONCACAF,1995-07-25
7,Mexico,MEX,58.0,58.0,2.0,CONCACAF,1995-06-13
9,Mexico,MEX,58.0,58.0,0.0,CONCACAF,1995-05-16
9,Mexico,MEX,58.0,59.0,0.0,CONCACAF,1995-04-19
9,Mexico,MEX,59.0,54.0,6.0,CONCACAF,1995-02-20
15,Mexico,MEX,54.0,52.0,4.0,CONCACAF,1994-12-20
19,Mexico,MEX,52.0,52.0,-1.0,CONCACAF,1994-11-22
18,Mexico,MEX,52.0,52.0,-2.0,CONCACAF,1994-10-25
16,Mexico,MEX,52.0,53.0,-1.0,CONCACAF,1994-09-13
15,Mexico,MEX,53.0,51.0,1.0,CONCACAF,1994-07-21
16,Mexico,MEX,51.0,51.0,-3.0,CONCACAF,1994-06-14
13,Mexico,MEX,51.0,52.0,0.0,CONCACAF,1994-05-17
13,Mexico,MEX,52.0,52.0,1.0,CONCACAF,1994-04-19
14,Mexico,MEX,52.0,51.0,3.0,CONCACAF,1994-03-15
17,Mexico,MEX,51.0,51.0,-1.0,CONCACAF,1994-02-15
16,Mexico,MEX,51.0,51.0,1.0,CONCACAF,1993-12-23
17,Mexico,MEX,51.0,51.0,1.0,CONCACAF,1993-11-19
18,Mexico,MEX,51.0,51.0,-2.0,CONCACAF,1993-10-22
16,Mexico,MEX,51.0,50.0,-2.0,CONCACAF,1993-09-23
14,Mexico,MEX,50.0,43.0,11.0,CONCACAF,1993-08-08
25,Mexico,MEX,43.0,0.0,,CONCACAF,1992-12-31
60,South Africa,RSA,1429.73,1432.76,0.0,CAF,2026-04-01
60,South Africa,RSA,1432.76,1426.73,1.0,CAF,2026-01-19
61,South Africa,RSA,1426.73,1426.73,0.0,CAF,2025-12-22
61,South Africa,RSA,1426.73,1423.17,-2.0,CAF,2025-11-19
59,South Africa,RSA,1423.17,1448.67,-4.0,CAF,2025-10-17
55,South Africa,RSA,1448.67,1443.31,1.0,CAF,2025-09-18
56,South Africa,RSA,1443.31,1445.01,0.0,CAF,2025-07-10
56,South Africa,RSA,1445.01,1428.87,1.0,CAF,2025-04-03
57,South Africa,RSA,1428.87,1428.87,0.0,CAF,2024-12-19
57,South Africa,RSA,1428.87,1415.98,3.0,CAF,2024-11-28
60,South Africa,RSA,1415.98,1415.07,-1.0,CAF,2024-10-24
59,South Africa,RSA,1415.07,1415.15,-2.0,CAF,2024-09-19
57,South Africa,RSA,1415.15,1416.66,2.0,CAF,2024-07-18
59,South Africa,RSA,1416.66,1407.67,0.0,CAF,2024-06-20
59,South Africa,RSA,1407.67,1410.23,-1.0,CAF,2024-04-04
58,South Africa,RSA,1410.23,1357.08,8.0,CAF,2024-02-15
66,South Africa,RSA,1357.08,1357.08,0.0,CAF,2023-12-21
66,South Africa,RSA,1357.08,1366.35,-2.0,CAF,2023-11-30
64,South Africa,RSA,1366.35,1368.25,1.0,CAF,2023-10-26
65,South Africa,RSA,1368.25,1368.25,-2.0,CAF,2023-09-21
63,South Africa,RSA,1368.25,1369.49,-1.0,CAF,2023-07-20
62,South Africa,RSA,1369.49,1350.08,4.0,CAF,2023-06-29
66,South Africa,RSA,1350.08,1350.36,1.0,CAF,2023-04-06
67,South Africa,RSA,1350.36,1349.59,0.0,CAF,2022-12-22
